syd,did,wei,symptom,diagnose
205,38,1,low blood pressure,anaphylaxis:(severe/life threatening allergic reaction)
46,1124,2,hives,"mastocytosis:urticaria pigmentosa, skin disease"
139,1124,2,itchy rash (pruritic rash),"mastocytosis:urticaria pigmentosa, skin disease"
47,28,1,hoarse voice,allergy
90,28,2,sinus pain and pressure,allergy
162,28,2,sneezing,allergy
257,28,2,snoring,allergy
258,28,2,dry skin,allergy
47,298,3,hoarse voice,foreign body:object originating outside the body
82,298,1,rectal pain,foreign body:object originating outside the body
83,298,1,rectal swelling,foreign body:object originating outside the body
47,384,1,hoarse voice,"infectious mononucleosis:epstein barr virus, ""mono"""
116,384,2,tired,"infectious mononucleosis:epstein barr virus, ""mono"""
47,542,1,hoarse voice,overuse syndrome:injury from repetitive activity
53,542,2,joint pain,overuse syndrome:injury from repetitive activity
58,542,0,swelling of both legs,overuse syndrome:injury from repetitive activity
62,542,2,muscle pain,overuse syndrome:injury from repetitive activity
118,542,1,wrist pain,overuse syndrome:injury from repetitive activity
171,542,2,muscle spasm,overuse syndrome:injury from repetitive activity
183,542,2,blister (pocket of fluid),overuse syndrome:injury from repetitive activity
196,542,1,foot swelling,overuse syndrome:injury from repetitive activity
217,542,1,wrist swelling,overuse syndrome:injury from repetitive activity
233,542,2,upper leg pain,overuse syndrome:injury from repetitive activity
237,542,2,joint stiffness,overuse syndrome:injury from repetitive activity
47,824,0,hoarse voice,vocal cord nodule:growth on the vocal cords
47,825,0,hoarse voice,vocal cord paralysis:voice box weakness
48,46,0,hypothermia (low temperature),anorexia nervosa: (eating disorder)
79,46,2,psychiatric problem,anorexia nervosa: (eating disorder)
123,46,2,"weight loss, unexplained",anorexia nervosa: (eating disorder)
48,226,1,hypothermia (low temperature),drug overdose
94,226,3,speech problem,drug overdose
164,226,1,loss of balance,drug overdose
235,226,1,sweating,drug overdose
291,226,1,agitated,drug overdose
292,226,2,confusion,drug overdose
304,226,1,high blood pressure,drug overdose
48,1035,1,hypothermia (low temperature),myxedema coma:severely low thyroid hormone
58,1035,1,swelling of both legs,myxedema coma:severely low thyroid hormone
87,1035,1,seizure,myxedema coma:severely low thyroid hormone
207,1035,1,low heart rate,myxedema coma:severely low thyroid hormone
240,1035,1,memory loss,myxedema coma:severely low thyroid hormone
292,1035,1,confusion,myxedema coma:severely low thyroid hormone
49,134,1,incontinence (leaking urine),spinal cord compression:cauda equina syndrome
275,134,1,low back ache or pain,spinal cord compression:cauda equina syndrome
49,145,1,incontinence (leaking urine),cerebral palsy:movement disorder
94,145,1,speech problem,cerebral palsy:movement disorder
104,145,2,unsteady gait (trouble walking),cerebral palsy:movement disorder
164,145,1,loss of balance,cerebral palsy:movement disorder
172,145,1,drooling,cerebral palsy:movement disorder
49,514,1,incontinence (leaking urine),neurogenic bladder:bladder paralysis
72,514,0,painful urination,neurogenic bladder:bladder paralysis
49,734,1,incontinence (leaking urine),stress incontinence:unintentional urination with cough or sneeze
49,721,2,incontinence (leaking urine),"spinal cord injury, acute"
67,721,1,neck ache or pain,"spinal cord injury, acute"
148,721,1,urinary retention (inability to urinate),"spinal cord injury, acute"
188,721,1,impotence,"spinal cord injury, acute"
275,721,1,low back ache or pain,"spinal cord injury, acute"
49,1257,1,incontinence (leaking urine),generalized seizure disorder:generalized epilepsy
87,1257,2,seizure,generalized seizure disorder:generalized epilepsy
87,1257,2,seizure,generalized seizure disorder:generalized epilepsy
121,1257,1,tremors,generalized seizure disorder:generalized epilepsy
50,43,2,insect sting,anopheles:mosquito bite
50,47,2,insect sting,ant bite
208,47,0,foot itching,ant bite
225,47,0,arm itching,ant bite
226,47,0,hand redness,ant bite
227,47,0,foot redness,ant bite
228,47,0,arm redness,ant bite
229,47,0,leg redness,ant bite
230,47,0,hand itching,ant bite
231,47,0,leg itching,ant bite
50,86,2,insect sting,bee sting:wasp sting
191,86,0,skin pain,bee sting:wasp sting
193,86,2,skin swelling,bee sting:wasp sting
194,86,2,lip swelling,bee sting:wasp sting
208,86,2,foot itching,bee sting:wasp sting
216,86,2,ear swelling,bee sting:wasp sting
225,86,2,arm itching,bee sting:wasp sting
226,86,2,hand redness,bee sting:wasp sting
227,86,2,foot redness,bee sting:wasp sting
228,86,2,arm redness,bee sting:wasp sting
229,86,2,leg redness,bee sting:wasp sting
230,86,2,hand itching,bee sting:wasp sting
231,86,2,leg itching,bee sting:wasp sting
252,86,2,stings,bee sting:wasp sting
50,475,2,insect sting,mosquito bite
208,475,2,foot itching,mosquito bite
225,475,2,arm itching,mosquito bite
226,475,2,hand redness,mosquito bite
227,475,2,foot redness,mosquito bite
228,475,2,arm redness,mosquito bite
229,475,2,leg redness,mosquito bite
230,475,2,hand itching,mosquito bite
231,475,2,leg itching,mosquito bite
50,681,1,insect sting,scorpion sting
252,681,3,stings,scorpion sting
50,719,2,insect sting,insect bite
52,719,0,skin itching,insect bite
81,719,0,rash,insect bite
208,719,2,foot itching,insect bite
225,719,2,arm itching,insect bite
226,719,2,hand redness,insect bite
227,719,2,foot redness,insect bite
228,719,2,arm redness,insect bite
229,719,2,leg redness,insect bite
230,719,2,hand itching,insect bite
231,719,2,leg itching,insect bite
238,719,2,skin sores,insect bite
263,719,0,skin infection,insect bite
50,796,2,insect sting,urticaria:hives
52,796,2,skin itching,urticaria:hives
81,796,2,rash,urticaria:hives
193,796,2,skin swelling,urticaria:hives
238,796,2,skin sores,urticaria:hives
272,796,0,skin bumps,urticaria:hives
50,950,2,insect sting,tick bite
50,1078,2,insect sting,flea bite
139,1078,2,itchy rash (pruritic rash),flea bite
51,122,1,insomnia (trouble sleeping),caffeine use
211,122,1,infertility (female),caffeine use
291,122,1,agitated,caffeine use
51,402,1,insomnia (trouble sleeping),jet lag
254,402,2,sleep disorders,jet lag
51,501,0,insomnia (trouble sleeping),narcolepsy:uncontrollable sleeping
59,501,0,lethargy (sluggishness),narcolepsy:uncontrollable sleeping
254,501,2,sleep disorders,narcolepsy:uncontrollable sleeping
51,658,1,insomnia (trouble sleeping),restless legs syndrome:nervous system disorder
57,658,0,leg ache or pain,restless legs syndrome:nervous system disorder
121,658,0,tremors,restless legs syndrome:nervous system disorder
254,658,1,sleep disorders,restless legs syndrome:nervous system disorder
291,658,0,agitated,restless legs syndrome:nervous system disorder
51,1345,0,insomnia (trouble sleeping),post-polio syndrome
62,1345,0,muscle pain,post-polio syndrome
88,1345,0,shortness of breath,post-polio syndrome
94,1345,0,speech problem,post-polio syndrome
104,1345,0,unsteady gait (trouble walking),post-polio syndrome
171,1345,0,muscle spasm,post-polio syndrome
52,66,2,skin itching,atopic dermatitis:eczema
81,66,2,rash,atopic dermatitis:eczema
139,66,2,itchy rash (pruritic rash),atopic dermatitis:eczema
238,66,2,skin sores,atopic dermatitis:eczema
274,66,2,discharge from ear,atopic dermatitis:eczema
52,189,2,skin itching,"poison ivy:poison oak, poison sumac"
81,189,,rash,"poison ivy:poison oak, poison sumac"
159,189,1,mouth swelling,"poison ivy:poison oak, poison sumac"
191,189,2,skin pain,"poison ivy:poison oak, poison sumac"
193,189,2,skin swelling,"poison ivy:poison oak, poison sumac"
208,189,2,foot itching,"poison ivy:poison oak, poison sumac"
225,189,2,arm itching,"poison ivy:poison oak, poison sumac"
226,189,2,hand redness,"poison ivy:poison oak, poison sumac"
227,189,2,foot redness,"poison ivy:poison oak, poison sumac"
228,189,2,arm redness,"poison ivy:poison oak, poison sumac"
229,189,2,leg redness,"poison ivy:poison oak, poison sumac"
230,189,2,hand itching,"poison ivy:poison oak, poison sumac"
231,189,2,leg itching,"poison ivy:poison oak, poison sumac"
238,189,2,skin sores,"poison ivy:poison oak, poison sumac"
272,189,0,skin bumps,"poison ivy:poison oak, poison sumac"
52,200,0,skin itching,cutaneous larva migrans:parasitic skin disease
139,200,0,itchy rash (pruritic rash),cutaneous larva migrans:parasitic skin disease
208,200,0,foot itching,cutaneous larva migrans:parasitic skin disease
225,200,0,arm itching,cutaneous larva migrans:parasitic skin disease
230,200,0,hand itching,cutaneous larva migrans:parasitic skin disease
231,200,0,leg itching,cutaneous larva migrans:parasitic skin disease
52,351,0,skin itching,herpes simplex infection:viral infection
75,351,2,penile discharge,herpes simplex infection:viral infection
81,351,0,rash,herpes simplex infection:viral infection
82,351,0,rectal pain,herpes simplex infection:viral infection
183,351,2,blister (pocket of fluid),herpes simplex infection:viral infection
238,351,0,skin sores,herpes simplex infection:viral infection
52,741,1,skin itching,swimmer's itch:cercarial dermatitis
139,741,2,itchy rash (pruritic rash),swimmer's itch:cercarial dermatitis
174,741,2,skin growths,swimmer's itch:cercarial dermatitis
208,741,0,foot itching,swimmer's itch:cercarial dermatitis
225,741,0,arm itching,swimmer's itch:cercarial dermatitis
226,741,0,hand redness,swimmer's itch:cercarial dermatitis
227,741,0,foot redness,swimmer's itch:cercarial dermatitis
227,741,0,foot redness,swimmer's itch:cercarial dermatitis
228,741,0,arm redness,swimmer's itch:cercarial dermatitis
229,741,0,leg redness,swimmer's itch:cercarial dermatitis
230,741,0,hand itching,swimmer's itch:cercarial dermatitis
231,741,0,leg itching,swimmer's itch:cercarial dermatitis
52,763,2,skin itching,tinea:fungal skin infection
81,763,,rash,tinea:fungal skin infection
206,763,2,darkening of the skin (hyperpigmentation),tinea:fungal skin infection
225,763,2,arm itching,tinea:fungal skin infection
226,763,2,hand redness,tinea:fungal skin infection
227,763,2,foot redness,tinea:fungal skin infection
228,763,2,arm redness,tinea:fungal skin infection
229,763,2,leg redness,tinea:fungal skin infection
230,763,2,hand itching,tinea:fungal skin infection
231,763,2,leg itching,tinea:fungal skin infection
238,763,2,skin sores,tinea:fungal skin infection
258,763,1,dry skin,tinea:fungal skin infection
263,763,2,skin infection,tinea:fungal skin infection
52,856,0,skin itching,hodgkin's disease:cancer of the lymph system
131,856,1,swollen lymph nodes (large lymph nodes),hodgkin's disease:cancer of the lymph system
180,856,2,night sweats,hodgkin's disease:cancer of the lymph system
208,856,0,foot itching,hodgkin's disease:cancer of the lymph system
225,856,0,arm itching,hodgkin's disease:cancer of the lymph system
230,856,0,hand itching,hodgkin's disease:cancer of the lymph system
231,856,0,leg itching,hodgkin's disease:cancer of the lymph system
264,856,0,stomach and abdominal pain,hodgkin's disease:cancer of the lymph system
52,900,2,skin itching,head lice
81,900,2,rash,head lice
139,900,2,itchy rash (pruritic rash),head lice
238,900,0,skin sores,head lice
52,902,1,skin itching,pubic lice
139,902,1,itchy rash (pruritic rash),pubic lice
52,127,0,skin itching,candida albicans:yeast infection
72,127,0,painful urination,candida albicans:yeast infection
81,127,2,rash,candida albicans:yeast infection
93,127,0,sore throat,candida albicans:yeast infection
98,127,0,swallowing problem (dysphagia),candida albicans:yeast infection
108,127,2,vaginal discharge,candida albicans:yeast infection
120,127,0,throat pain,candida albicans:yeast infection
238,127,0,skin sores,candida albicans:yeast infection
281,127,2,penis inflammation or swelling,candida albicans:yeast infection
52,425,,skin itching,lichen planus:chronic skin inflammation
81,425,,rash,lichen planus:chronic skin inflammation
110,425,,vaginal pain,lichen planus:chronic skin inflammation
206,425,2,darkening of the skin (hyperpigmentation),lichen planus:chronic skin inflammation
208,425,0,foot itching,lichen planus:chronic skin inflammation
225,425,0,arm itching,lichen planus:chronic skin inflammation
226,425,0,hand redness,lichen planus:chronic skin inflammation
227,425,0,foot redness,lichen planus:chronic skin inflammation
228,425,0,arm redness,lichen planus:chronic skin inflammation
229,425,0,leg redness,lichen planus:chronic skin inflammation
230,425,0,hand itching,lichen planus:chronic skin inflammation
231,425,0,leg itching,lichen planus:chronic skin inflammation
281,425,0,penis inflammation or swelling,lichen planus:chronic skin inflammation
52,577,0,skin itching,pityriasis rosea:inflammatory skin rash
81,577,1,rash,pityriasis rosea:inflammatory skin rash
139,577,2,itchy rash (pruritic rash),pityriasis rosea:inflammatory skin rash
208,577,0,foot itching,pityriasis rosea:inflammatory skin rash
225,577,0,arm itching,pityriasis rosea:inflammatory skin rash
226,577,0,hand redness,pityriasis rosea:inflammatory skin rash
227,577,0,foot redness,pityriasis rosea:inflammatory skin rash
228,577,0,arm redness,pityriasis rosea:inflammatory skin rash
229,577,0,leg redness,pityriasis rosea:inflammatory skin rash
230,577,0,hand itching,pityriasis rosea:inflammatory skin rash
231,577,0,leg itching,pityriasis rosea:inflammatory skin rash
238,577,0,skin sores,pityriasis rosea:inflammatory skin rash
52,1043,0,skin itching,hyperparathyroidism:elevated parathyroid hormone levels
275,1043,0,low back ache or pain,hyperparathyroidism:elevated parathyroid hormone levels
304,1043,0,high blood pressure,hyperparathyroidism:elevated parathyroid hormone levels
52,1311,0,skin itching,hyperkeratosis:skin thickening
238,1311,1,skin sores,hyperkeratosis:skin thickening
52,1405,0,skin itching,dermatofibroma
191,1405,0,skin pain,dermatofibroma
52,1417,0,skin itching,ichthyosis
258,1417,0,dry skin,ichthyosis
52,1421,2,skin itching,keloid:overgrown scar
174,1421,1,skin growths,keloid:overgrown scar
191,1421,1,skin pain,keloid:overgrown scar
238,1421,2,skin sores,keloid:overgrown scar
272,1421,0,skin bumps,keloid:overgrown scar
52,1517,0,skin itching,cutaneous t cell lymphoma
174,1517,0,skin growths,cutaneous t cell lymphoma
206,1517,0,darkening of the skin (hyperpigmentation),cutaneous t cell lymphoma
258,1517,0,dry skin,cutaneous t cell lymphoma
53,427,2,joint pain,ligament tear:connection between two bones
55,427,1,knee pain,ligament tear:connection between two bones
58,427,1,swelling of both legs,ligament tear:connection between two bones
233,427,2,upper leg pain,ligament tear:connection between two bones
303,427,0,arm stiffness or tightness,ligament tear:connection between two bones
261,427,0,elbow swelling,ligament tear:connection between two bones
301,427,0,shoulder stiffness or tightness,ligament tear:connection between two bones
53,914,2,joint pain,rheumatic fever:complication of strep infection
73,914,2,heart pulsations and palpitations,rheumatic fever:complication of strep infection
189,914,2,heart murmur (abnormal heart sound),rheumatic fever:complication of strep infection
53,613,1,joint pain,pseudogout:calcium deposit arthritis
55,613,0,knee pain,pseudogout:calcium deposit arthritis
58,613,0,swelling of both legs,pseudogout:calcium deposit arthritis
118,613,0,wrist pain,pseudogout:calcium deposit arthritis
177,613,1,ankle pain,pseudogout:calcium deposit arthritis
196,613,1,foot swelling,pseudogout:calcium deposit arthritis
217,613,1,wrist swelling,pseudogout:calcium deposit arthritis
233,613,0,upper leg pain,pseudogout:calcium deposit arthritis
237,613,1,joint stiffness,pseudogout:calcium deposit arthritis
261,613,0,elbow swelling,pseudogout:calcium deposit arthritis
53,1253,0,joint pain,chondromalacia:cartilage damage
237,1253,0,joint stiffness,chondromalacia:cartilage damage
53,1429,1,joint pain,subluxation
55,463,1,knee pain,meniscus injury:knee cartilage injury
57,463,0,leg ache or pain,meniscus injury:knee cartilage injury
55,554,2,knee pain,patellar dislocation:knee cap dislocation
55,555,,knee pain,patellar:knee cap tendon rupture
55,691,2,knee pain,septic knee joint:infected knee joint
55,853,1,knee pain,osgood schlatter disease:painful shinbone inflammation
55,1347,0,knee pain,posterior cruciate ligament injuries:pcl injury:rupture of posterior cruciate ligament:sprain of posterior cruciate ligament of knee
56,40,2,laceration,ankle laceration: (cut in skin)
56,57,2,laceration,arm laceration:skin cut
56,271,0,laceration,eyelid laceration:skin cut
56,273,2,laceration,facial laceration:skin cut
56,296,2,laceration,foot laceration:skin cut
56,407,0,laceration,knee laceration:skin cut
57,407,0,leg ache or pain,knee laceration:skin cut
56,418,2,laceration,leg laceration:skin cut
57,418,,leg ache or pain,leg laceration:skin cut
56,429,2,laceration,lip laceration:skin cut
56,478,2,laceration,mouth laceration:mouth cut
56,708,2,laceration,skin laceration:cut skin
56,764,0,laceration,laceration of toe:cut skin
56,932,2,laceration,cat bite
56,933,2,laceration,dog bite
57,1103,2,leg ache or pain,pyomyositis:muscle infection
229,1103,1,leg redness,pyomyositis:muscle infection
57,1145,1,leg ache or pain,chronic venous insufficiency:weakened leg veins
58,1145,1,swelling of both legs,chronic venous insufficiency:weakened leg veins
70,1145,0,obesity,chronic venous insufficiency:weakened leg veins
81,1145,0,rash,chronic venous insufficiency:weakened leg veins
238,1145,0,skin sores,chronic venous insufficiency:weakened leg veins
258,1145,1,dry skin,chronic venous insufficiency:weakened leg veins
57,419,,leg ache or pain,leg swelling:leg edema
99,419,1,swelling,leg swelling:leg edema
284,419,1,retaining fluid,leg swelling:leg edema
57,948,0,leg ache or pain,ankle fracture:broken ankle
177,948,2,ankle pain,ankle fracture:broken ankle
57,1084,0,leg ache or pain,ankle sprain
177,1084,2,ankle pain,ankle sprain
57,1154,0,leg ache or pain,lymphedema:lymphatic obstruction
238,1154,0,skin sores,lymphedema:lymphatic obstruction
284,1154,0,retaining fluid,lymphedema:lymphatic obstruction
57,1423,0,leg ache or pain,broken leg:leg fracture
214,1423,0,calf swelling,broken leg:leg fracture
242,1423,1,leg numbness (paresthesias),broken leg:leg fracture
57,1166,1,leg ache or pain,varicose veins
57,1471,1,leg ache or pain,meralgia paresthetica
233,1471,1,upper leg pain,meralgia paresthetica
242,1471,1,leg numbness (paresthesias),meralgia paresthetica
58,1297,0,swelling of both legs,glomerulonephritis:kidney disease
66,1297,0,nausea,glomerulonephritis:kidney disease
113,1297,0,vomiting,glomerulonephritis:kidney disease
116,1297,0,tired,glomerulonephritis:kidney disease
214,1297,0,calf swelling,glomerulonephritis:kidney disease
59,21,2,lethargy (sluggishness),alcohol :ethanol abuse
97,21,3,suicidal tendencies,alcohol :ethanol abuse
111,21,3,vertigo (room spinning),alcohol :ethanol abuse
123,21,2,"weight loss, unexplained",alcohol :ethanol abuse
149,21,2,liver failure (cirrhosis),alcohol :ethanol abuse
257,21,2,snoring,alcohol :ethanol abuse
292,21,2,confusion,alcohol :ethanol abuse
304,21,1,high blood pressure,alcohol :ethanol abuse
59,45,0,lethargy (sluggishness),anorexia:(eating disorder)
116,45,0,tired,anorexia:(eating disorder)
132,45,1,failure to thrive,anorexia:(eating disorder)
136,45,2,behavioral problem,anorexia:(eating disorder)
199,45,2,amenorrhea (no menstruation),anorexia:(eating disorder)
211,45,2,infertility (female),anorexia:(eating disorder)
59,71,0,lethargy (sluggishness),autoimmune disease
62,71,0,muscle pain,autoimmune disease
179,71,2,jaundice (yellowing skin),autoimmune disease
59,168,,lethargy (sluggishness),chronic fatigue syndrome:cfs
116,168,1,tired,chronic fatigue syndrome:cfs
59,169,0,lethargy (sluggishness),chronic liver disease
149,169,1,liver failure (cirrhosis),chronic liver disease
277,169,0,unusual color or odor of urine,chronic liver disease
59,383,3,lethargy (sluggishness),infection
73,383,2,heart pulsations and palpitations,infection
132,383,3,failure to thrive,infection
59,451,1,lethargy (sluggishness),malnutrition
116,451,1,tired,malnutrition
132,451,1,failure to thrive,malnutrition
199,451,2,amenorrhea (no menstruation),malnutrition
203,451,0,swollen gums,malnutrition
204,451,2,low blood sugar,malnutrition
205,451,2,low blood pressure,malnutrition
211,451,0,infertility (female),malnutrition
282,451,0,excessive appetite,malnutrition
149,679,1,liver failure (cirrhosis),sclerosing cholangitis:progressive bile duct disease 
179,679,1,jaundice (yellowing skin),sclerosing cholangitis:progressive bile duct disease 
149,433,0,liver failure (cirrhosis),liver cancer:tumor
204,433,0,low blood sugar,liver cancer:tumor
123,895,0,"weight loss, unexplained",hemochromatosis:excess iron disorder
149,895,1,liver failure (cirrhosis),hemochromatosis:excess iron disorder
179,895,2,jaundice (yellowing skin),hemochromatosis:excess iron disorder
207,895,0,low heart rate,hemochromatosis:excess iron disorder
61,119,,mouth pain,burning mouth syndrome
93,119,,sore throat,burning mouth syndrome
120,119,,throat pain,burning mouth syndrome
136,119,0,behavioral problem,burning mouth syndrome
202,119,0,painful gums,burning mouth syndrome
61,211,1,mouth pain,dentures
202,211,1,painful gums,dentures
203,211,1,swollen gums,dentures
61,318,1,mouth pain,gingivitis:inflammation of the gums
158,318,2,mouth ulcers,gingivitis:inflammation of the gums
163,318,2,bleeding gums,gingivitis:inflammation of the gums
202,318,2,painful gums,gingivitis:inflammation of the gums
203,318,2,swollen gums,gingivitis:inflammation of the gums
61,352,0,mouth pain,herpes stomatitis:viral mouth infection
93,352,0,sore throat,herpes stomatitis:viral mouth infection
120,352,0,throat pain,herpes stomatitis:viral mouth infection
158,352,2,mouth ulcers,herpes stomatitis:viral mouth infection
159,352,2,mouth swelling,herpes stomatitis:viral mouth infection
172,352,2,drooling,herpes stomatitis:viral mouth infection
194,352,2,lip swelling,herpes stomatitis:viral mouth infection
203,352,2,swollen gums,herpes stomatitis:viral mouth infection
61,526,2,mouth pain,oral ulcers:mouth ulcers
158,526,2,mouth ulcers,oral ulcers:mouth ulcers
61,649,0,mouth pain,reiter syndrome:type of joint inflammation
158,649,0,mouth ulcers,reiter syndrome:type of joint inflammation
61,770,2,mouth pain,toothache
61,777,3,mouth pain,trauma
110,777,1,vaginal pain,trauma
194,777,3,lip swelling,trauma
195,777,3,eye swelling,trauma
306,777,1,high blood sugar,trauma
61,531,0,mouth pain,mouth cancer:oropharyngeal cancer
68,531,0,neck swelling,mouth cancer:oropharyngeal cancer
93,531,0,sore throat,mouth cancer:oropharyngeal cancer
94,531,0,speech problem,mouth cancer:oropharyngeal cancer
98,531,0,swallowing problem (dysphagia),mouth cancer:oropharyngeal cancer
120,531,0,throat pain,mouth cancer:oropharyngeal cancer
126,531,0,tongue swelling,mouth cancer:oropharyngeal cancer
158,531,1,mouth ulcers,mouth cancer:oropharyngeal cancer
159,531,0,mouth swelling,mouth cancer:oropharyngeal cancer
203,531,1,swollen gums,mouth cancer:oropharyngeal cancer
61,881,2,mouth pain,teeth grinding:bruxism
101,881,2,tooth pain,teeth grinding:bruxism
187,881,2,jaw pain,teeth grinding:bruxism
254,881,2,sleep disorders,teeth grinding:bruxism
62,280,2,muscle pain,febrile:fever illness
121,280,2,tremors,febrile:fever illness
209,280,2,hot flashes,febrile:fever illness
235,280,2,sweating,febrile:fever illness
62,494,1,muscle pain,myopathy:muscle disease
62,495,2,muscle pain,myositis:muscle inflammation or infection
237,495,1,joint stiffness,myositis:muscle inflammation or infection
62,780,0,muscle pain,"trichinella spiralis infection:trichinosis, parasitic infection from undercooked pork"
62,859,1,muscle pain,swine flu:h1n1 influenza
162,859,0,sneezing,swine flu:h1n1 influenza
62,968,2,muscle pain,rickets:childhood bone disease
275,968,1,low back ache or pain,rickets:childhood bone disease
62,1431,0,muscle pain,vitamin d deficiency
171,1431,0,muscle spasm,vitamin d deficiency
63,497,2,nail injury,nail avulsion:traumatic removal of nail
63,498,2,nail injury,nail bruise:subungual hematoma
63,499,2,nail injury,nail contusion:swelling of finger and nail
63,500,2,nail injury,nail laceration:nail bed cut
64,60,1,nasal bleeding,"arteriovenous malformation:blood vessel abnormality, avm"
64,97,2,nasal bleeding,bleeding tendency:bleeding disorder
64,228,2,nasal bleeding,dry air nasal irritation
64,348,0,nasal bleeding,hereditary hemorrhagic telangiectasia:osler weber rendu syndrome
64,507,2,nasal bleeding,nasal trauma:nose injury
64,504,0,nasal bleeding,nasal cancer:tumor
64,663,0,nasal bleeding,rhinosporidiosis:fungal nasal infection
64,688,1,nasal bleeding,septal perforation:hole in the skin between nostrils
64,832,0,nasal bleeding,"wegener's granulomatosis:granulomatosis with polyangiitis,  blood vessel disease"
178,832,0,hemoptysis (coughing blood),"wegener's granulomatosis:granulomatosis with polyangiitis,  blood vessel disease"
64,854,1,nasal bleeding,nasal foreign body:unnatural object in the nose
162,854,2,sneezing,nasal foreign body:unnatural object in the nose
65,560,0,nasal injury,perforated septum:hole in skin between nostrils
236,560,0,nasal congestion,perforated septum:hole in skin between nostrils
238,560,0,skin sores,perforated septum:hole in skin between nostrils
65,602,0,nasal injury,preseptal hematoma:blood clot in the nose
66,31,2,nausea,altitude illness:illnesses due to high altitude effects
104,31,1,unsteady gait (trouble walking),altitude illness:illnesses due to high altitude effects
164,31,1,loss of balance,altitude illness:illnesses due to high altitude effects
292,31,1,confusion,altitude illness:illnesses due to high altitude effects
294,31,1,confusion and headache,altitude illness:illnesses due to high altitude effects
66,362,,nausea,hyperemesis gravidarum:severe vomiting in pregnancy
78,362,1,pregnancy problem,hyperemesis gravidarum:severe vomiting in pregnancy
113,362,,vomiting,hyperemesis gravidarum:severe vomiting in pregnancy
264,362,0,stomach and abdominal pain,hyperemesis gravidarum:severe vomiting in pregnancy
66,592,,nausea,polyphagia:overeating
70,592,2,obesity,polyphagia:overeating
113,592,,vomiting,polyphagia:overeating
66,1263,1,nausea,duodenal cancer:small intestine
116,1263,1,tired,duodenal cancer:small intestine
123,1263,1,"weight loss, unexplained",duodenal cancer:small intestine
218,1263,1,maroon stools,duodenal cancer:small intestine
264,1263,1,stomach and abdominal pain,duodenal cancer:small intestine
66,1443,1,nausea,drug withdrawal syndrome
87,1443,1,seizure,drug withdrawal syndrome
113,1443,1,vomiting,drug withdrawal syndrome
116,1443,1,tired,drug withdrawal syndrome
264,1443,1,stomach and abdominal pain,drug withdrawal syndrome
292,1443,2,confusion,drug withdrawal syndrome
304,1443,1,high blood pressure,drug withdrawal syndrome
67,131,1,neck ache or pain,carotid artery dissection:neck artery tear
104,131,1,unsteady gait (trouble walking),carotid artery dissection:neck artery tear
293,131,1,headache and weakness,carotid artery dissection:neck artery tear
67,760,0,neck ache or pain,thyroiditis:thyroid inflammation
67,812,1,neck ache or pain,vertebral artery dissection:neck artery tear
104,812,1,unsteady gait (trouble walking),vertebral artery dissection:neck artery tear
111,812,1,vertigo (room spinning),vertebral artery dissection:neck artery tear
145,812,1,headache after trauma,vertebral artery dissection:neck artery tear
164,812,1,loss of balance,vertebral artery dissection:neck artery tear
293,812,1,headache and weakness,vertebral artery dissection:neck artery tear
67,865,1,neck ache or pain,brachial plexus injury:shoulder nerve injury
89,865,2,shoulder ache or pain,brachial plexus injury:shoulder nerve injury
115,865,1,weakness (muscle localized),brachial plexus injury:shoulder nerve injury
176,865,1,hand numbness (paresthesias),brachial plexus injury:shoulder nerve injury
234,865,2,armpit pain,brachial plexus injury:shoulder nerve injury
241,865,1,arm numbness (paresthesias),brachial plexus injury:shoulder nerve injury
301,865,0,shoulder stiffness or tightness,brachial plexus injury:shoulder nerve injury
67,872,1,neck ache or pain,central cord syndrome:traumatic spine injury
115,872,1,weakness (muscle localized),central cord syndrome:traumatic spine injury
67,320,0,neck ache or pain,goiter:enlarged thyroid
68,320,1,neck swelling,goiter:enlarged thyroid
98,320,1,swallowing problem (dysphagia),goiter:enlarged thyroid
67,509,1,neck ache or pain,neck trauma:injury
102,509,3,trauma,neck trauma:injury
157,509,3,ringing in ears (tinnitus),neck trauma:injury
290,509,1,neck stiffness or tightness,neck trauma:injury
68,118,2,neck swelling,burkitt lymphoma:lymph node tumor
131,118,2,swollen lymph nodes (large lymph nodes),burkitt lymphoma:lymph node tumor
68,150,2,neck swelling,cervical lymphadenopathy:enlarged neck lymph nodes
131,150,2,swollen lymph nodes (large lymph nodes),cervical lymphadenopathy:enlarged neck lymph nodes
290,150,2,neck stiffness or tightness,cervical lymphadenopathy:enlarged neck lymph nodes
68,431,2,neck swelling,lipoma:benign fatty tumor
238,431,1,skin sores,lipoma:benign fatty tumor
287,431,0,lump or mass of breast,lipoma:benign fatty tumor
272,431,1,skin bumps,lipoma:benign fatty tumor
68,759,1,neck swelling,thyroglossal duct cyst:neck cyst
68,571,1,neck swelling,"pharyngeal pouch:zenker's diverticulum, weakening of the esophageal wall"
68,906,2,neck swelling,cat scratch fever:bacterial infection after cat scratch
131,906,2,swollen lymph nodes (large lymph nodes),cat scratch fever:bacterial infection after cat scratch
69,322,1,numbness,guillain barre syndrome:ascending muscle weakness
94,322,1,speech problem,guillain barre syndrome:ascending muscle weakness
114,322,1,general weakness,guillain barre syndrome:ascending muscle weakness
172,322,1,drooling,guillain barre syndrome:ascending muscle weakness
